company,projectName,location,country,industry,region,type,services,date,completed,description,lat,lng
Iranian Oil & Engineering Construction Company (IOEC),"Bathymetric, Geophysical / Engineering survey for Phase 17 and 18 in North Persian Gulf using Multibeam Echo sounder.",Persian Gulf (Iran),Iran,Oil & Gas,Middle East,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2006,Completed in February 2007.,"Bathymetric, Geophysical / Engineering survey for Phase 17 and 18 in North Persian Gulf using Multibeam Echo sounder (Completed in February 2007.)",27.3,52.6
Iranian Oil & Engineering Construction Company (IOEC),"Bathymetric, Geophysical / Engineering survey for Phase 15 and 16 in North Persian Gulf using Multibeam Echo sounder.",Persian Gulf (Iran),Iran,Oil & Gas,Middle East,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2006,Completed in February 2007.,"Bathymetric, Geophysical / Engineering survey for Phase 15 and 16 in North Persian Gulf using Multibeam Echo sounder (Completed in February 2007.)",27.3,52.6
"Horizon Survey Company FZC, UAE.","Provided survey personnel and equipment for Geophysical / Engineering survey in Jamnagar, Gujarat, West Coast of India","Jamnagar, Gujarat",India,Survey & Geoscience Contractors,Asia,Geophysical Survey,Geophysical Survey; Consultancy for Offshore Projects,01-11-2006,Completed in February 2007.,"Provided survey personnel and equipment for Geophysical / Engineering survey in Jamnagar, Gujarat, West Coast of India. (Completed in February 2007.)",22.47,70.06
"Western Geco International Pvt. Ltd.,","Carried out Scouting Surveys off Mukta field, West Coast of India.",Mumbai High Offshore,India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-10-2006,Completed in May 2007,"Carried out Scouting Surveys off Mukta field, West Coast of India (Completed in May 2007)",19.3,71.3
EGS (Asia) Ltd.,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel","Vizhinjam, Kerala",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2006,Completed in October 2006,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel. (Completed in October 2006)",8.3784,76.9905
National Iranian Oil Company / Iranian Offshore Engg & Construction Company.,Geophysical / Engineering survey of pipeline route in South Pars field (Persian Gulf),Persian Gulf (Iraq),Iraq,Oil & Gas,Middle East,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Geophysical Survey,01-08-2006,Completed in September 2006,Geophysical / Engineering survey of pipeline route in South Pars field (Persian Gulf). (Completed in September 2006),29.85,48.8
EGS (Asia) Ltd.,Cable route survey project off Sudan for FLAG/Alcatel,Port Sudan,Sudan,Submarine Cable Contractors,Africa,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-08-2006,Completed in August 2006,Cable route survey project off Sudan for FLAG/Alcatel. (Completed in August 2006),19.62,37.22
EGS (Asia) Ltd.,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel","Vizhinjam, Kerala",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2006,Completed in July 2006,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel. (Completed in July 2006)",8.3784,76.9905
EGS (Asia) Ltd.,"Cable route survey from Male to Hulumale, Hulumale to Trivandrum, Cha Bahar to Iran, Cha Bahar to BU, Sudan Port to BU for FLAG/Alcatel.",Maldives,Maldives,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-05-2006,Completed in May 2006,"Cable route survey from Male to Hulumale, Hulumale to Trivandrum, Cha Bahar to Iran, Cha Bahar to BU, Sudan Port to BU for FLAG/Alcatel (Completed in May 2006)",4.17,73.51
VJM Resorts Pvt. Ltd.7(UB Group),"Hydrographic, Geophysical and Oceanographic surveys off Lakshadweep islands.",Lakshadweep,India,Other,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Geophysical Survey; Bathymetry Survey,01-04-2006,Project completed in April 2006,"Hydrographic, Geophysical and Oceanographic surveys off Lakshadweep islands (Project completed in April 2006)",10.57,72.64
EGS (Asia) Ltd.,Cable route survey from Tuticorin to Sri Lanka for BSNL off South Coast of India,Sri Lanka,Sri Lanka,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2006,Project completed in March 2006,Cable route survey from Tuticorin to Sri Lanka for BSNL off South Coast of India. (Project completed in March 2006),6.93,79.84
GAIL India Ltd.,Pipeline Depth Monitoring Survey at Perennial River Crossings under HVJ Pipeline Network,India,India,Oil & Gas,Asia,Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,15-06-2026,,Hiring of contract for pipeline depth monitoring survey at perennial river crossing locations under HVJ pipeline network.,23.2599,77.4126
GAIL India Ltd.,Pipeline Profile Survey for GAIL Maharashtra NG Pipeline Network,Maharashtra,India,Oil & Gas,Asia,Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,15-06-2026,,"Hiring of contract services for pipeline profile surveys utilizing Bathymetry, Sub-Bottom Profiler, and Side Scan Sonar for pipeline river crossings across the GAIL Maharashtra Natural Gas (NG) Pipeline Network.",19.7515,75.7139
CPT Projects Pvt. Ltd.,Veripos Positioning Services - VMT Vathi,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2022,,Provision of Veripos wide-area GNSS positioning services aboard VMT Vathi for CPT Projects Pvt. Ltd.. Agreement period: Feb'22 - 25 Jan'25/ 25 Jan'25-24 Jan'28. Extended for 03 years.,19.3,71.6
Hind Offshore Pvt. Ltd.,Veripos Positioning Services - Lady Grace,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2016,,Provision of Veripos wide-area GNSS positioning services aboard Lady Grace for Hind Offshore Pvt. Ltd.. Agreement period: 01 Jun'16 - 21 Mar'28.,19.3,71.6
Hind Offshore Pvt. Ltd.,Veripos Positioning Services - Lady Sandra,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2018,Completed in Nov 2023,Provision of Veripos wide-area GNSS positioning services aboard Lady Sandra for Hind Offshore Pvt. Ltd.. Agreement period: 23 Feb'18 - 22 Nov'23. Scrapped due to ageing.,19.3,71.6
Hind Offshore Pvt. Ltd.,Veripos Positioning Services - Sea Prestige,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2016,,Provision of Veripos wide-area GNSS positioning services aboard Sea Prestige for Hind Offshore Pvt. Ltd.. Agreement period: 01 Jun'16 - 21 Mar'28.,19.3,71.6
Hind Offshore Pvt. Ltd.,Veripos Positioning Services - Sea Cheetah,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2016,,Provision of Veripos wide-area GNSS positioning services aboard Sea Cheetah for Hind Offshore Pvt. Ltd.. Agreement period: 01 Jun'16 - 21 Mar'28.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Aarti,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Aarti for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29. Renewed for 3 years from 1st May'26.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Ahalya,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Ahalya for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Amrita,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Amrita for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Anjali,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Anjali for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Dhriti,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Dhriti for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Dhwani,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Dhwani for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Dipti,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Dipti for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Disha,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,Completed in Mar 2016,Provision of Veripos wide-area GNSS positioning services aboard Greatship Disha for Greatship (India) Ltd.. Agreement period: 01 Apr'15-31 Mar'16. Vessel sold to other region/client.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Ramya,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,Completed in Jan 2019,Provision of Veripos wide-area GNSS positioning services aboard Greatship Ramya for Greatship (India) Ltd.. Agreement period: 01 Apr'15-31 Jan'19. Vessel moved to other region office.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Vidya,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Vidya for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29. Renewed for 3 years from 1st May'26.,19.3,71.6
Greatship (India) Ltd.,Veripos Positioning Services - Greatship Vimla,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2015,,Provision of Veripos wide-area GNSS positioning services aboard Greatship Vimla for Greatship (India) Ltd.. Agreement period: 01 Apr'15-30 Apr'26/ 01 May'26-30 Apr'29.,19.3,71.6
SS Offshore Pvt. Ltd.,Veripos Positioning Services - Sagar Energy,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-12-2021,,Provision of Veripos wide-area GNSS positioning services aboard Sagar Energy for SS Offshore Pvt. Ltd.. Agreement period: 07 Dec'21-06 Mar'27.,19.3,71.6
SS Offshore Pvt. Ltd.,Veripos Positioning Services - Sagar Fortune,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2018,,Provision of Veripos wide-area GNSS positioning services aboard Sagar Fortune for SS Offshore Pvt. Ltd.. Agreement period: Apr'18-Mar'21/Apr'21-Mar'26/Apr'26-Mar'27.,19.3,71.6
SS Offshore Pvt. Ltd.,Veripos Positioning Services - Sagar Pride,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-10-2020,,Provision of Veripos wide-area GNSS positioning services aboard Sagar Pride for SS Offshore Pvt. Ltd.. Agreement period: 22 Oct'20-14 Apr'27.,19.3,71.6
Manna Shipping,Veripos Positioning Services - Albatross-5,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2019,,Provision of Veripos wide-area GNSS positioning services aboard Albatross-5 for Manna Shipping. Agreement period: Jan'19-Jan'27.,19.3,71.6
Manna Shipping,Veripos Positioning Services - Manna-15,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2023,,Provision of Veripos wide-area GNSS positioning services aboard Manna-15 for Manna Shipping. Agreement period: 21 Apr'23-20 Apr'27.,19.3,71.6
Raj Shipping,Veripos Positioning Services - Offshore Ranger,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2014,Completed in Aug 2025,Provision of Veripos wide-area GNSS positioning services aboard Offshore Ranger for Raj Shipping. Agreement period: Sep'14-Aug'25.,19.3,71.6
Raj Shipping,Veripos Positioning Services - Offshore Energy,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2019,Completed in Jan 2024,Provision of Veripos wide-area GNSS positioning services aboard Offshore Energy for Raj Shipping. Agreement period: 18 Sep'19- Jan'24. Sold due to ageing.,19.3,71.6
Raj Shipping,Veripos Positioning Services - Offshore Adventure,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2024,,Provision of Veripos wide-area GNSS positioning services aboard Offshore Adventure for Raj Shipping. Agreement period: 17 Sep'24-30 Nov'26.,19.3,71.6
Raj Shipping,Veripos Positioning Services - Offshore Monarch,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-08-2025,,Provision of Veripos wide-area GNSS positioning services aboard Offshore Monarch for Raj Shipping. Agreement period: Aug'25-Nov'26.,19.3,71.6
Global Offshore,Veripos Positioning Services - Mahananda,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2012,Completed in Nov 2025,Provision of Veripos wide-area GNSS positioning services aboard Mahananda for Global Offshore. Agreement period: Nov'12-Nov'25.,19.3,71.6
Global Offshore,Veripos Positioning Services - Mahanadi,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2025,Completed in Apr 2026,Provision of Veripos wide-area GNSS positioning services aboard Mahanadi for Global Offshore. Agreement period: 28 Sep'25-27 Apr'26.,19.3,71.6
Global Offshore,Veripos Positioning Services - Meghna,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2012,Completed in Mar 2020,Provision of Veripos wide-area GNSS positioning services aboard Meghna for Global Offshore. Agreement period: Apr'12-Mar'20. Sold due to ageing.,19.3,71.6
Global Offshore,Veripos Positioning Services - Mana,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2011,Completed in Aug 2022,Provision of Veripos wide-area GNSS positioning services aboard Mana for Global Offshore. Agreement period: Apr'11-Aug'22. Vessel sold to other region/client.,19.3,71.6
Vision Maritime,Veripos Positioning Services - Nila Pertama,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2024,,Provision of Veripos wide-area GNSS positioning services aboard Nila Pertama for Vision Maritime. Agreement period: 20 Nov'24-19 Nov'26.,19.3,71.6
Glory Shipmanagement,Veripos Positioning Services - Shubhaprada,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2019,,Provision of Veripos wide-area GNSS positioning services aboard Shubhaprada for Glory Shipmanagement. Agreement period: Apr'19-Dec'26.,19.3,71.6
Glory Shipmanagement,Veripos Positioning Services - Malaviya-16,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2022,Completed in Jun 2026,Provision of Veripos wide-area GNSS positioning services aboard Malaviya-16 for Glory Shipmanagement. Agreement period: 24 Apr'22-09 Jun'26.,19.3,71.6
Glory Shipmanagement,Veripos Positioning Services - Malaviya-18,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2022,Completed in Apr 2026,Provision of Veripos wide-area GNSS positioning services aboard Malaviya-18 for Glory Shipmanagement. Agreement period: 19 Sep'22-05 Apr'26.,19.3,71.6
Glory Shipmanagement,Veripos Positioning Services - PFS Supplier,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2019,Completed in Jan 2025,Provision of Veripos wide-area GNSS positioning services aboard PFS Supplier for Glory Shipmanagement. Agreement period: Feb'19- Jan'25.,19.3,71.6
Star Tugs Pvt. Ltd.,Veripos Positioning Services - Aquaman,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2021,,Provision of Veripos wide-area GNSS positioning services aboard Aquaman for Star Tugs Pvt. Ltd.. Agreement period: Apr'21-Jul'26.,19.3,71.6
Star Tugs Pvt. Ltd.,Veripos Positioning Services - Persistence,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2025,,Provision of Veripos wide-area GNSS positioning services aboard Persistence for Star Tugs Pvt. Ltd.. Agreement period: 28 Mar'25- 1 Aug'26.,19.3,71.6
Star Tugs Pvt. Ltd.,Veripos Positioning Services - Thor-1,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2020,Completed in Apr 2020,Provision of Veripos wide-area GNSS positioning services aboard Thor-1 for Star Tugs Pvt. Ltd.. Agreement period: Mar'20-Apr'20. Short term. Sold due to ageing.,19.3,71.6
Star Matrix Pvt. Ltd.,Veripos Positioning Services - Atlanna,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2024,,Provision of Veripos wide-area GNSS positioning services aboard Atlanna for Star Matrix Pvt. Ltd.. Agreement period: 23 Jun'24-22 Dec'26.,19.3,71.6
Universal Maritime/Hemres Maritime (Agents),Veripos Positioning Services - Stark,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2022,,Provision of Veripos wide-area GNSS positioning services aboard Stark for Universal Maritime/Hemres Maritime (Agents). Agreement period: Mar'22-Jun'27.,19.3,71.6
Universal Maritime/Hemres Maritime (Agents),Veripos Positioning Services - Angel Jacqueline,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2024,Completed in Nov 2025,Provision of Veripos wide-area GNSS positioning services aboard Angel Jacqueline for Universal Maritime/Hemres Maritime (Agents). Agreement period: Nov'24-Nov'25.,19.3,71.6
J Bulk Shipping,Veripos Positioning Services - NBA Bless,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2024,,Provision of Veripos wide-area GNSS positioning services aboard NBA Bless for J Bulk Shipping. Agreement period: Mar'24-Mar'27.,19.3,71.6
Hemres Maritime,Veripos Positioning Services - Vega Juniz,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2026,,Provision of Veripos wide-area GNSS positioning services aboard Vega Juniz for Hemres Maritime. Agreement period: 25 Jan'26-25 Jan'27.,19.3,71.6
Shipworkz Marine Services LLC,Veripos Positioning Services - Aina,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2025,,Provision of Veripos wide-area GNSS positioning services aboard Aina for Shipworkz Marine Services LLC. Agreement period: 15 Jan'25-14Jan'27.,19.3,71.6
Librus Energy/Adsun Offshore,Veripos Positioning Services - Taurus-24 (Ex-Manna 7),Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2025,Completed in Apr 2026,Provision of Veripos wide-area GNSS positioning services aboard Taurus-24 (Ex-Manna 7) for Librus Energy/Adsun Offshore. Agreement period: 24 Apr'25-23 Apr'26.,19.3,71.6
Hoger Offshore,Veripos Positioning Services - Tag-13,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-10-2022,Completed in Sep 2025,Provision of Veripos wide-area GNSS positioning services aboard Tag-13 for Hoger Offshore. Agreement period: Oct'22-Sep'25.,19.3,71.6
Hoger Offshore,Veripos Positioning Services - Ma Devi,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2016,Completed in Jun 2018,Provision of Veripos wide-area GNSS positioning services aboard Ma Devi for Hoger Offshore. Agreement period: Jun'16-Jun'18. Sold due to ageing.,19.3,71.6
GSI,Veripos Positioning Services - Samudra Ratnakar,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-08-2014,,Provision of Veripos wide-area GNSS positioning services aboard Samudra Ratnakar for GSI. Agreement period: Aug'14-Oct'26. Veripos Singapore.,19.3,71.6
Alphard Maritime,Veripos Positioning Services - Tag-10,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2023,Completed in Dec 2023,Provision of Veripos wide-area GNSS positioning services aboard Tag-10 for Alphard Maritime. Agreement period: Apr'23-Dec'23. Vessel sold to other region/client.,19.3,71.6
JT Marine,Veripos Positioning Services - Tag-15,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-06-2021,Completed in May 2024,Provision of Veripos wide-area GNSS positioning services aboard Tag-15 for JT Marine. Agreement period: Jun'21-May'24. Vessel sold to other region/client.,19.3,71.6
ABS Marine Services Pvt. Ltd.,Veripos Positioning Services - ABS Amelia,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2022,Completed in Jan 2025,Provision of Veripos wide-area GNSS positioning services aboard ABS Amelia for ABS Marine Services Pvt. Ltd.. Agreement period: Feb'22 - Jan'25.,19.3,71.6
Can Offshore,Veripos Positioning Services - Canara Pride,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2019,Completed in Feb 2024,Provision of Veripos wide-area GNSS positioning services aboard Canara Pride for Can Offshore. Agreement period: Feb'19-Feb'24. Vessel sold to other client.,19.3,71.6
Great Offshore Ltd,Veripos Positioning Services - Malaviya-24,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2008,Completed in Jan 2015,Provision of Veripos wide-area GNSS positioning services aboard Malaviya-24 for Great Offshore Ltd. Agreement period: Apr'08-Jan'15. Company closed.,19.3,71.6
Great Offshore Ltd,Veripos Positioning Services - Malaviya-25,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2008,Completed in Jan 2015,Provision of Veripos wide-area GNSS positioning services aboard Malaviya-25 for Great Offshore Ltd. Agreement period: Apr'08-Jan'15.,19.3,71.6
Great Offshore Ltd,Veripos Positioning Services - Malaviya-27,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2008,Completed in Jan 2015,Provision of Veripos wide-area GNSS positioning services aboard Malaviya-27 for Great Offshore Ltd. Agreement period: Apr'08-Jan'15.,19.3,71.6
PFS Shipping,Veripos Positioning Services - PFS Brave,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2012,Completed in Apr 2019,Provision of Veripos wide-area GNSS positioning services aboard PFS Brave for PFS Shipping. Agreement period: Jan'12-Apr'19. Company closed.,19.3,71.6
PFS Shipping,Veripos Positioning Services - PFS Courage,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2012,Completed in Apr 2019,Provision of Veripos wide-area GNSS positioning services aboard PFS Courage for PFS Shipping. Agreement period: Jan'12-Apr'19.,19.3,71.6
CSIR-NIO Goa,Veripos Positioning Services - Sindhu Sadhana,Goa,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-05-2020,Concluded,Provision of Veripos wide-area GNSS positioning services aboard Sindhu Sadhana for CSIR-NIO Goa. Agreement period: Under Veripos till May'20. Veripos lost tender.,15.4,73.8
Tag Offshore,Veripos Positioning Services - Tag-4 to 15 & 17 to 21,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2013,Completed in Mar 2019,Provision of Veripos wide-area GNSS positioning services aboard Tag-4 to 15 & 17 to 21 for Tag Offshore. Agreement period: Apr'13-Mar'19. Company closed.,19.3,71.6
Hind Offshore,Veripos Positioning Services - Energy Girl,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-07-2014,Completed in Dec 2015,Provision of Veripos wide-area GNSS positioning services aboard Energy Girl for Hind Offshore. Agreement period: Jul'14-Dec'15. Vessel since scrapped.,19.3,71.6
Global Offshore,Veripos Positioning Services - Poorna,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-05-2013,Completed in Jun 2014,Provision of Veripos wide-area GNSS positioning services aboard Poorna for Global Offshore. Agreement period: May'13-Jun'14. Vessel since sold.,19.3,71.6
L&T Hydrocarbon (Sapura),Veripos Positioning Services - LTS 3000,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-05-2025,,"Provision of Veripos wide-area GNSS positioning services aboard LTS 3000 for L&T Hydrocarbon (Sapura). New installation carried out by Ocean Science, May'25. Agreement ongoing.",19.3,71.6
Librus/Adsun,Veripos Positioning Services - Adsun Genesis,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2025,,Provision of Veripos wide-area GNSS positioning services aboard Adsun Genesis for Librus/Adsun. Agreement from Feb'25. Vessel currently non-operational (under refit).,19.3,71.6
EMAS,Veripos Positioning Services - Lewek Altair,Singapore,Singapore,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-09-2014,Completed in Oct 2014,Provision of Veripos wide-area GNSS positioning services aboard Lewek Altair for EMAS. Agreement period: Sep'14-Oct'14. Installation handled by Veripos Singapore.,1.3521,103.8198
